action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476848,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '40.0'}]",CHEMBL5326396,Inhibition of Plasmodium falciparum FP2 using ZFR-AMC as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured for 30 mins by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2cc(COc3ccnc4cc(Cl)ccc34)nn2)cc1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '13.04', 'le': '0.25', 'lle': '0.22', 'sei': '8.66'}",CHEMBL5399441,,CHEMBL5399441,4.58,0,http://www.openphacts.org/units/Nanomolar,3962953,=,1,1,=,,IC50,nM,,26590,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,26.59
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476849,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '40.0'}]",CHEMBL5326396,Inhibition of Plasmodium falciparum FP2 using ZFR-AMC as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured for 30 mins by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1ccc(-n2cc(COc3ccnc4cc(Cl)ccc34)nn2)cc1Cl,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '11.17', 'le': '0.23', 'lle': '-0.49', 'sei': '8.23'}",CHEMBL5402350,,CHEMBL5402350,4.35,0,http://www.openphacts.org/units/Nanomolar,3962954,=,1,1,=,,IC50,nM,,45080,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,45.08
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476850,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '40.0'}]",CHEMBL5326396,Inhibition of Plasmodium falciparum FP2 using ZFR-AMC as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured for 30 mins by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1ccccc1-n1cc(COc2ccnc3cc(Cl)ccc23)nn1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL5325415,Eur J Med Chem,2023,,CHEMBL5417979,,CHEMBL5417979,,0,http://www.openphacts.org/units/Nanomolar,3962955,=,1,1,=,,IC50,nM,,107320,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,107.32
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476851,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '40.0'}]",CHEMBL5326396,Inhibition of Plasmodium falciparum FP2 using ZFR-AMC as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured for 30 mins by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cc(Cl)nc2ccccc12)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '12.17', 'le': '0.24', 'lle': '0.27', 'sei': '10.79'}",CHEMBL5394920,,CHEMBL5394920,5.32,0,http://www.openphacts.org/units/Nanomolar,3962956,=,1,1,=,,IC50,nM,,4780,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,4.78
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476852,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '40.0'}]",CHEMBL5326396,Inhibition of Plasmodium falciparum FP2 using ZFR-AMC as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured for 30 mins by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(Cl)nc4ccccc34)CC2)cc1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '10.85', 'le': '0.22', 'lle': '2.14', 'sei': '5.15'}",CHEMBL5395393,,CHEMBL5395393,5.13,0,http://www.openphacts.org/units/Nanomolar,3962957,=,1,1,=,,IC50,nM,,7370,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,7.37
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476853,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '40.0'}]",CHEMBL5326396,Inhibition of Plasmodium falciparum FP2 using ZFR-AMC as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured for 30 mins by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2cc(C(=O)N3CCN(S(=O)(=O)c4ccc(NC(C)=O)cc4)CC3)c3ccccc3n2)cc1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '10.41', 'le': '0.20', 'lle': '1.65', 'sei': '5.21'}",CHEMBL5439062,,CHEMBL5439062,5.67,0,http://www.openphacts.org/units/Nanomolar,3962958,=,1,1,=,,IC50,nM,,2140,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,2.14
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476854,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '40.0'}]",CHEMBL5326396,Inhibition of Plasmodium falciparum FP2 using ZFR-AMC as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured for 30 mins by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(-c4ccc(OC(F)(F)F)cc4)nc4ccccc34)CC2)cc1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '9.32', 'le': '0.18', 'lle': '0.67', 'sei': '5.12'}",CHEMBL5425369,,CHEMBL5425369,5.58,0,http://www.openphacts.org/units/Nanomolar,3962959,=,1,1,=,,IC50,nM,,2640,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,2.64
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476855,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '40.0'}]",CHEMBL5326396,Inhibition of Plasmodium falciparum FP2 using ZFR-AMC as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured for 30 mins by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCN(c2cc(=O)[nH]c3ccccc23)CC1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '10.61', 'le': '0.19', 'lle': '0.18', 'sei': '7.05'}",CHEMBL5398030,,CHEMBL5398030,4.89,0,http://www.openphacts.org/units/Nanomolar,3962960,=,1,1,=,,IC50,nM,,13010,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,13.01
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476856,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '40.0'}]",CHEMBL5326396,Inhibition of Plasmodium falciparum FP2 using ZFR-AMC as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured for 30 mins by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCN(S(=O)(=O)c2ccc(Cl)cc2Cl)CC1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '10.21', 'le': '0.21', 'lle': '0.02', 'sei': '7.62'}",CHEMBL5412407,,CHEMBL5412407,5.38,0,http://www.openphacts.org/units/Nanomolar,3962961,=,1,1,=,,IC50,nM,,4200,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,4.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476870,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.75', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '45.0'}]",CHEMBL5326398,Inhibition of Plasmodium falciparum FP-2 using Z-Leu-Arg-AMC as substrate pretreated with enzyme for 30 mins followed by substrate addition and measured for 15 mins by spectrofluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(/C=C2\SC(=O)N(CC(=O)N3CCN(c4ccccc4)CC3)C2=O)c(OC)c1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '9.23', 'le': '0.18', 'lle': '1.49', 'sei': '5.18'}",CHEMBL5437576,,CHEMBL5437576,4.59,0,http://www.openphacts.org/units/Nanomolar,3962966,=,1,1,=,,IC50,nM,,25500,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,25.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476880,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5326400,Inhibition of Plasmodium falciparum FP-2 using Z-Leu-Arg-AMC as substrate pretreated with enzyme for 30 mins followed by substrate addition and measured for 30 mins by spectrofluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)NCc1ccccc1)Oc1ccccc1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '10.95', 'le': '0.20', 'lle': '0.35', 'sei': '5.44'}",CHEMBL5408566,,CHEMBL5408566,4.53,0,http://www.openphacts.org/units/Nanomolar,3962962,=,1,1,=,,IC50,nM,,29700,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,29.7
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476881,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5326400,Inhibition of Plasmodium falciparum FP-2 using Z-Leu-Arg-AMC as substrate pretreated with enzyme for 30 mins followed by substrate addition and measured for 30 mins by spectrofluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Cc1ccccc1)N[C@H](Cc1c[nH]c2ccccc12)C(=O)NCc1ccccc1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '10.70', 'le': '0.19', 'lle': '0.65', 'sei': '5.95'}",CHEMBL5420035,,CHEMBL5420035,4.41,0,http://www.openphacts.org/units/Nanomolar,3962963,=,1,1,=,,IC50,nM,,39400,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,39.4
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476882,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5326400,Inhibition of Plasmodium falciparum FP-2 using Z-Leu-Arg-AMC as substrate pretreated with enzyme for 30 mins followed by substrate addition and measured for 30 mins by spectrofluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)NCc1ccc([N+](=O)[O-])cc1)Oc1ccccc1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '10.91', 'le': '0.20', 'lle': '0.91', 'sei': '3.96'}",CHEMBL5438601,,CHEMBL5438601,5,0,http://www.openphacts.org/units/Nanomolar,3962964,=,1,1,=,,IC50,nM,,10000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,10
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476883,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5326400,Inhibition of Plasmodium falciparum FP-2 using Z-Leu-Arg-AMC as substrate pretreated with enzyme for 30 mins followed by substrate addition and measured for 30 mins by spectrofluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1ccc(CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)Oc2ccccc2)cc1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '10.34', 'le': '0.19', 'lle': '0.91', 'sei': '4.45'}",CHEMBL5400936,,CHEMBL5400936,4.88,0,http://www.openphacts.org/units/Nanomolar,3962965,=,1,1,=,,IC50,nM,,13300,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,13.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476884,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5326400,Inhibition of Plasmodium falciparum FP-2 using Z-Leu-Arg-AMC as substrate pretreated with enzyme for 30 mins followed by substrate addition and measured for 30 mins by spectrofluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(NC(=O)N/N=C/c2ccc(C(=O)O[C@@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)cc1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '11.01', 'le': '0.21', 'lle': '0.93', 'sei': '5.19'}",CHEMBL5436591,,CHEMBL5436591,6.54,0,http://www.openphacts.org/units/Nanomolar,3962967,=,1,1,=,,IC50,nM,,290,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.29
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476885,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5326400,Inhibition of Plasmodium falciparum FP-2 using Z-Leu-Arg-AMC as substrate pretreated with enzyme for 30 mins followed by substrate addition and measured for 30 mins by spectrofluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1[C@H](OC(=O)c2ccc(/C=N/NC(=O)Nc3ccccc3F)cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '11.15', 'le': '0.21', 'lle': '0.98', 'sei': '5.42'}",CHEMBL5394407,,CHEMBL5394407,6.33,0,http://www.openphacts.org/units/Nanomolar,3962968,=,1,1,=,,IC50,nM,,470,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.47
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476886,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5326400,Inhibition of Plasmodium falciparum FP-2 using Z-Leu-Arg-AMC as substrate pretreated with enzyme for 30 mins followed by substrate addition and measured for 30 mins by spectrofluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1[C@H](OC(=O)c2ccc(/C=N/NC(=O)Nc3ccc(F)cc3)cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '10.90', 'le': '0.21', 'lle': '0.84', 'sei': '5.30'}",CHEMBL5420927,,CHEMBL5420927,6.19,0,http://www.openphacts.org/units/Nanomolar,3962969,=,1,1,=,,IC50,nM,,650,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.65
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476887,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5326400,Inhibition of Plasmodium falciparum FP-2 using Z-Leu-Arg-AMC as substrate pretreated with enzyme for 30 mins followed by substrate addition and measured for 30 mins by spectrofluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C)cc(NC(=O)N/N=C/c2ccc(C(=O)O[C@@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '10.81', 'le': '0.20', 'lle': '0.42', 'sei': '5.35'}",CHEMBL5411995,,CHEMBL5411995,6.24,0,http://www.openphacts.org/units/Nanomolar,3962970,=,1,1,=,,IC50,nM,,570,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.57
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476888,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5326400,Inhibition of Plasmodium falciparum FP-2 using Z-Leu-Arg-AMC as substrate pretreated with enzyme for 30 mins followed by substrate addition and measured for 30 mins by spectrofluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1[C@@H](Oc2ccc(/C=N/NC(=S)Nc3ccccc3F)cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '10.08', 'le': '0.20', 'lle': '-0.13', 'sei': '6.78'}",CHEMBL5426937,,CHEMBL5426937,5.6,0,http://www.openphacts.org/units/Nanomolar,3962971,=,1,1,=,,IC50,nM,,2510,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,2.51
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476889,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5326400,Inhibition of Plasmodium falciparum FP-2 using Z-Leu-Arg-AMC as substrate pretreated with enzyme for 30 mins followed by substrate addition and measured for 30 mins by spectrofluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=S)N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c(C)c1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '10.38', 'le': '0.20', 'lle': '-0.34', 'sei': '7.11'}",CHEMBL5411313,,CHEMBL5411313,5.87,0,http://www.openphacts.org/units/Nanomolar,3962972,=,1,1,=,,IC50,nM,,1350,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,1.35
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476890,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5326400,Inhibition of Plasmodium falciparum FP-2 using Z-Leu-Arg-AMC as substrate pretreated with enzyme for 30 mins followed by substrate addition and measured for 30 mins by spectrofluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c(C)c1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '10.89', 'le': '0.20', 'lle': '-0.06', 'sei': '6.01'}",CHEMBL5428518,,CHEMBL5428518,5.99,0,http://www.openphacts.org/units/Nanomolar,3962973,=,1,1,=,,IC50,nM,,1030,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,1.03
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25476891,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5326400,Inhibition of Plasmodium falciparum FP-2 using Z-Leu-Arg-AMC as substrate pretreated with enzyme for 30 mins followed by substrate addition and measured for 30 mins by spectrofluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1cccc(NC(=S)N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c1,,,CHEMBL5325415,Eur J Med Chem,2023,"{'bei': '10.80', 'le': '0.21', 'lle': '0.29', 'sei': '6.85'}",CHEMBL5398031,,CHEMBL5398031,6.28,0,http://www.openphacts.org/units/Nanomolar,3962974,=,1,1,=,,IC50,nM,,520,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.52
